фраза;точная;широкая;техника;интент;урал;словоформ
вилочный погрузчик тюмень;14;130;вилочный;прочее;1;9
хелли погрузчик вилочный;14;172;вилочный;прочее;0;9
автопогрузчик с вилочным захватом;14;191;вилочный;навесное;0;4
погрузчик вилочный 1 8;14;98;вилочный;прочее;0;1
вилочный погрузчик производство россия;14;36;вилочный;прочее;0;14
автопогрузчик вилочный 5 тонн;14;37;вилочный;прочее;0;5
аккумулятор на вилочный погрузчик;14;169;вилочный;запчасти и сервис;0;9
вилочный погрузчик 8 тонн;14;98;вилочный;прочее;0;6
погрузчик повышенной проходимости вилочный;14;71;вилочный;прочее;0;5
аренда погрузчик дизельный вилочный;14;64;вилочный;аренда;0;13
документы на вилочный погрузчик;14;115;вилочный;прочее;0;5
вилочные погрузчики китайские дизельные;14;54;вилочный;прочее;0;9
погрузчик вилочный мини купить;14;51;вилочный;коммерческий;0;10
крыша на погрузчик вилочный;14;54;вилочный;прочее;0;2
